1000	50000
511	416	27
928	366	1
19	300	7
791	70	37
164	558	-6
493	618	25
113	575	7
976	817	-5
333	710	20
900	827	25
567	957	-9
932	50	29
131	92	40
606	26	35
11	339	14
919	504	-7
476	535	18
443	823	48
621	87	36
524	666	27
33	734	46
781	925	-9
854	624	18
676	211	-9
491	184	41
146	149	-7
727	441	11
332	379	1
915	712	-12
462	681	28
670	201	25
113	335	32
297	562	27
352	30	-9
597	307	14
723	26	16
344	617	-5
368	532	39
883	969	-19
401	488	3
42	186	33
65	27	9
407	850	7
359	248	11
695	901	-8
718	957	41
576	180	-2
471	498	48
470	85	-2
390	990	5
643	193	48
755	197	43
498	631	45
166	515	11
343	769	22
87	160	11
557	504	15
682	926	-9
316	298	25
107	214	-15
211	835	7
824	305	-6
147	677	4
561	272	19
580	881	-8
270	939	-7
351	373	8
488	504	43
470	937	41
583	976	43
695	668	3
15	115	33
373	390	-11
320	249	44
746	708	34
401	500	19
790	631	34
33	588	11
262	514	4
195	997	22
818	131	7
235	382	47
876	579	41
713	639	49
20	162	43
522	502	22
264	891	23
253	152	-18
876	337	3
339	896	44
415	825	0
328	739	35
593	390	-11
739	165	0
66	410	-12
853	897	-5
881	16	39
899	105	41
422	230	-20
1000	292	38
781	9	-3
704	194	28
782	802	-1
38	628	-14
425	993	23
356	508	40
47	259	37
539	127	33
589	428	33
451	958	37
106	701	-12
675	413	29
798	552	-19
966	979	3
30	120	-4
241	487	-11
217	986	-2
151	181	49
856	310	-9
35	375	-20
846	490	-3
527	699	21
901	556	19
219	381	39
936	792	50
967	573	-5
132	10	34
131	519	15
802	156	2
683	455	16
122	127	-3
917	215	36
488	929	-17
997	755	-16
106	140	13
270	742	16
475	923	-17
412	28	20
218	617	32
831	412	23
739	506	-19
886	224	-9
545	27	10
791	985	19
638	857	17
289	734	-4
429	404	39
930	1000	49
122	261	40
476	168	36
70	430	40
474	608	0
325	252	36
300	5	10
342	261	47
497	291	45
989	975	-7
637	379	-12
673	46	6
718	91	-3
568	864	14
136	924	48
633	527	7
986	149	-1
309	976	23
90	175	23
408	941	-17
685	79	-16
809	30	25
498	456	12
478	481	-3
160	124	22
280	894	40
320	182	-11
623	609	47
439	774	-1
169	62	34
734	12	-18
590	242	3
359	344	16
653	823	-9
291	3	-1
945	215	9
129	103	-10
385	849	10
220	323	-14
435	949	-14
927	794	0
576	527	37
449	702	37
324	189	1
917	901	42
49	660	40
873	409	31
771	717	48
183	95	-20
299	229	16
271	572	-11
272	413	-8
581	378	5
663	468	35
201	767	15
41	588	27
874	246	21
950	76	-4
618	72	45
848	512	5
239	208	34
163	430	41
569	539	17
502	254	-18
167	674	16
661	221	5
862	833	39
431	755	18
869	852	-17
795	287	9
367	365	35
614	346	10
920	352	49
606	225	27
596	451	-7
963	305	29
854	92	32
348	487	49
967	693	22
256	651	11
553	648	31
705	616	7
433	371	-6
966	719	-15
583	284	-16
42	267	18
886	737	41
845	616	-15
535	189	17
954	168	4
568	179	-8
81	12	33
153	398	50
844	335	19
839	755	17
894	961	37
157	806	27
627	336	2
147	531	36
256	529	1
658	394	34
940	370	43
966	971	-3
249	769	-13
321	755	-8
675	126	-13
810	627	17
793	774	30
930	222	43
581	721	40
67	456	-3
52	416	33
790	337	-8
163	796	41
201	289	43
202	337	38
986	301	0
614	943	-8
841	927	29
329	168	-6
583	853	34
552	337	17
981	910	30
955	502	9
723	221	45
356	549	50
747	833	9
330	213	6
614	958	17
849	276	-14
239	74	24
459	476	28
656	906	26
902	744	-3
49	585	43
333	799	3
845	42	-17
325	755	15
571	906	47
403	48	-4
804	53	46
19	287	-8
931	946	-18
811	830	34
524	514	34
60	163	41
312	378	17
569	147	-15
449	24	49
968	777	37
875	661	42
972	726	-8
894	152	-1
965	165	-1
513	693	-19
591	700	35
450	735	-1
494	366	26
926	959	39
75	112	9
967	530	10
561	229	-9
643	234	-16
108	523	-13
878	465	-8
375	584	-2
234	389	-8
361	14	29
918	679	-18
136	912	-12
492	915	29
69	176	6
566	487	39
30	939	-6
750	57	45
717	267	33
732	676	-18
450	224	-4
238	939	-6
870	917	-14
211	178	33
945	944	13
870	964	49
107	270	48
851	484	-20
22	190	19
511	328	-11
408	428	9
712	988	-3
352	575	22
247	653	4
511	78	6
234	99	-3
122	808	28
638	722	-6
572	187	43
338	755	26
892	943	25
202	452	40
859	795	2
381	242	18
796	348	3
88	251	1
675	859	29
658	690	23
96	994	14
490	728	1
701	380	43
183	668	-6
635	45	15
463	622	15
347	552	-17
610	112	48
851	476	40
61	761	17
67	778	42
576	647	-19
102	504	39
327	173	33
533	902	4
676	646	47
825	156	48
384	116	-10
983	110	13
828	965	-10
165	950	-9
467	261	-11
606	684	-10
620	73	13
58	221	8
134	232	-19
996	642	20
521	390	8
5	68	47
466	366	32
333	835	39
150	448	47
349	379	49
507	304	-13
884	690	22
171	543	25
533	762	22
470	928	27
671	29	0
963	822	24
918	547	27
977	354	22
932	575	43
758	113	-6
212	246	17
319	213	33
367	526	8
421	791	-2
211	906	12
463	783	32
878	179	-15
455	446	3
308	68	-16
107	200	11
829	864	38
670	440	17
66	669	-19
174	323	-14
194	132	-18
875	749	5
546	887	38
326	617	-12
418	114	7
963	255	39
790	908	22
15	799	7
387	124	17
709	518	12
166	625	38
926	315	39
699	141	-17
968	217	34
412	143	5
353	228	-16
611	72	-11
887	366	15
325	939	-15
905	700	39
924	504	-12
951	225	2
159	337	29
350	553	48
530	104	-16
554	517	34
8	78	19
307	292	5
783	766	24
309	346	-12
894	743	1
832	179	48
783	425	1
751	616	-10
525	40	15
789	200	25
829	264	33
867	157	45
119	480	4
881	897	8
509	755	-5
848	224	30
32	502	-16
646	868	1
148	176	48
5	7	-18
878	334	31
885	383	4
687	660	36
580	893	-12
873	518	11
550	558	-10
264	933	17
635	650	14
174	273	10
377	822	4
145	303	16
265	386	21
655	757	10
711	48	-6
680	913	19
129	847	24
908	354	-20
611	70	7
773	275	16
382	696	49
327	707	16
333	304	-11
373	342	30
686	833	41
876	262	26
34	206	42
680	819	42
402	684	50
693	181	17
175	448	24
534	599	-15
528	521	-13
998	579	-13
159	810	-6
926	705	18
388	43	18
773	20	43
546	748	6
68	808	29
344	177	16
294	806	42
470	869	16
907	728	-1
319	730	24
103	889	-19
401	189	49
129	738	49
894	394	40
125	843	21
351	677	17
534	935	44
695	80	10
641	5	9
906	348	-20
356	3	10
285	871	31
482	76	35
121	45	34
867	37	-18
998	696	35
332	225	6
683	518	37
383	833	36
957	3	36
831	794	-8
15	142	12
879	908	-12
237	441	40
49	976	-13
353	764	19
415	819	50
130	923	35
262	188	27
402	220	39
493	635	33
264	148	32
790	390	31
157	840	50
151	847	27
852	191	-18
490	484	13
133	95	10
845	873	35
92	645	-6
884	437	2
754	678	11
686	352	26
23	438	-5
597	72	8
874	135	25
644	764	8
856	503	-20
591	500	45
739	576	-5
513	262	11
587	991	47
945	925	15
205	806	1
939	18	-8
926	72	9
320	66	8
110	516	16
561	17	10
750	519	-4
75	660	24
5	275	-3
249	10	33
302	613	-1
525	482	25
163	540	4
471	299	-9
228	111	38
620	611	13
621	671	-20
904	813	17
847	799	-20
855	436	14
19	198	28
986	173	38
942	712	45
883	338	33
270	156	-1
473	979	1
797	36	42
966	504	37
694	536	6
656	47	-5
377	324	9
914	702	2
204	630	24
972	830	-14
517	283	1
713	21	4
757	645	35
694	178	-19
934	638	5
358	77	40
531	369	11
896	564	11
38	663	29
699	456	29
443	500	37
813	880	-13
331	669	42
221	124	25
829	73	46
376	991	24
687	95	8
512	149	-10
505	498	19
944	154	48
766	515	-7
821	348	38
763	446	33
829	725	44
940	961	-7
878	752	23
256	502	8
940	335	46
3	749	23
448	250	-1
469	946	38
273	558	8
210	776	27
134	496	47
427	650	48
775	226	37
387	753	-2
791	116	9
402	234	-4
291	4	25
918	495	8
425	9	28
655	818	6
560	301	23
652	662	-13
385	978	27
723	238	5
56	123	15
993	236	-5
538	647	31
717	206	-5
664	91	30
283	842	42
237	778	34
906	799	-4
550	79	-19
8	524	47
233	587	-13
142	832	37
347	939	42
704	995	26
561	964	5
292	218	23
239	465	23
285	239	-1
591	228	-14
705	529	0
574	418	18
583	12	-6
476	412	25
646	559	16
577	860	47
717	849	43
303	649	31
60	47	-18
13	298	26
495	761	26
401	692	41
590	815	39
925	840	30
605	27	-13
445	439	36
972	757	1
494	1	-13
597	398	23
994	748	34
354	999	-20
835	832	-2
38	226	8
104	840	17
869	226	-8
141	785	11
550	183	33
445	925	30
439	123	-15
785	254	7
51	378	39
745	803	-17
150	600	16
470	764	3
606	249	-14
625	335	36
881	649	-8
861	576	2
399	254	10
1000	322	20
442	298	20
685	105	-17
306	565	10
935	276	-3
693	747	7
385	62	21
757	805	30
272	62	18
648	152	31
91	7	-13
922	697	44
755	118	-4
594	710	-1
613	362	40
66	57	18
745	878	-7
72	659	13
238	207	25
862	608	44
828	437	43
637	744	7
499	306	12
5	299	-10
168	171	-10
29	180	35
868	288	8
799	323	1
948	284	23
937	864	43
373	374	-1
638	392	-10
401	689	5
903	441	33
157	500	-11
262	165	17
947	600	-14
534	905	10
391	762	17
856	254	49
546	228	28
553	562	-16
238	760	-16
301	743	45
363	17	27
20	814	-8
203	6	-10
896	700	49
693	451	-5
736	638	-6
617	503	-13
996	812	-12
241	784	35
534	607	43
9	274	9
522	679	-14
30	975	49
433	522	19
208	562	49
719	844	32
361	894	32
916	933	-14
910	184	-2
141	535	-6
365	892	9
339	678	26
211	616	43
593	369	-19
165	335	-15
352	117	42
909	35	-19
789	378	-17
684	53	2
686	999	42
568	965	9
427	137	-7
733	57	4
811	1000	50
388	370	-5
434	438	22
283	669	12
219	317	-17
15	703	20
567	579	-7
353	623	22
641	948	24
21	755	42
801	722	30
238	815	40
369	165	19
664	440	39
729	551	12
683	741	0
533	457	12
589	189	29
716	446	-19
359	153	44
709	56	-3
338	668	12
314	684	29
838	271	25
100	5	23
492	868	8
935	715	-12
586	598	0
670	116	10
702	220	35
213	173	-9
821	609	7
593	479	-12
47	755	31
396	846	12
817	408	23
498	576	-1
258	725	-19
20	783	12
510	106	6
709	508	38
408	458	12
102	264	3
86	121	33
809	828	-17
877	855	-4
307	318	41
931	795	-13
255	164	-17
77	489	34
38	295	-6
325	725	50
51	287	-17
2	473	34
634	76	26
694	541	12
787	184	-10
699	551	7
347	135	-15
278	611	46
144	529	-5
32	532	19
518	889	30
909	558	36
810	576	-13
713	661	-13
682	409	1
241	784	-10
473	295	31
512	988	-17
36	12	14
60	611	5
713	168	-14
837	224	-11
107	127	-13
366	197	-11
391	189	22
358	157	29
388	949	7
346	205	34
355	592	36
915	825	5
505	520	32
871	169	48
87	589	-3
870	87	-2
360	843	26
244	9	42
452	685	15
827	18	-10
942	65	36
113	955	-8
684	28	1
202	482	21
309	362	13
935	259	-1
589	508	40
411	724	13
361	798	20
919	246	-13
513	780	7
957	101	6
148	116	11
997	617	28
338	752	6
70	562	14
605	822	15
330	499	19
819	669	11
524	705	27
992	378	25
806	304	37
886	970	0
986	286	26
88	506	42
546	669	13
2	978	-5
785	420	2
801	829	21
87	660	12
688	456	1
996	985	7
884	261	19
940	276	16
338	976	41
223	881	22
361	412	32
24	221	28
995	390	-4
253	462	-4
2	990	-20
371	44	33
848	529	20
813	335	37
554	242	0
2	711	36
627	761	20
107	246	-11
425	43	46
338	866	26
172	275	18
373	638	18
119	665	43
552	491	-20
622	943	19
772	648	23
156	287	49
618	236	40
262	273	13
381	699	47
823	48	37
660	98	10
955	176	36
809	227	16
909	565	48
581	114	28
403	12	49
940	129	31
313	858	6
488	221	11
702	711	39
577	99	36
174	971	-4
4	978	-5
607	430	15
755	269	-8
701	312	14
452	277	6
30	279	-18
23	607	10
293	349	-20
181	177	6
278	9	31
653	555	32
828	165	-4
60	178	-5
391	762	29
817	99	-7
627	9	3
299	441	0
880	362	46
358	178	-6
329	519	3
345	410	49
305	208	23
93	755	25
133	289	24
757	65	-4
528	614	3
732	556	39
334	939	7
646	871	45
718	599	37
961	83	26
365	543	-12
344	887	27
179	806	-8
580	619	16
596	949	4
654	490	30
942	76	46
803	29	-15
209	867	27
265	252	-17
909	584	48
294	702	-2
460	101	-15
750	362	-9
533	165	3
989	757	-11
652	897	-20
863	213	38
908	303	45
601	275	7
158	696	50
855	431	-14
354	335	22
421	99	32
595	460	20
798	951	-11
821	208	42
525	907	-12
614	815	-18
335	266	-12
595	520	-10
981	749	9
622	746	33
318	395	18
34	867	-18
309	449	2
67	66	44
784	458	-5
338	588	28
676	149	-2
960	91	32
464	225	-14
901	808	-4
625	724	-1
470	69	-11
209	556	17
979	541	46
625	892	49
486	672	4
542	211	22
831	238	25
410	822	2
198	519	6
750	299	-3
224	206	-17
133	333	10
797	611	-11
909	875	9
923	197	33
877	214	-11
459	386	-18
770	632	32
751	35	42
461	260	-15
550	898	32
192	157	33
364	988	9
722	806	45
713	801	-10
539	220	45
793	377	4
255	768	-5
944	830	33
973	272	23
323	120	42
172	730	1
419	285	41
909	318	20
962	636	29
212	554	43
837	552	40
626	666	30
347	447	3
360	184	-19
721	833	30
848	717	35
314	695	-20
781	101	22
268	563	-12
559	508	40
368	83	-1
337	275	-2
310	153	11
195	139	49
102	783	4
704	983	34
708	365	13
653	93	-5
70	603	11
628	857	2
509	27	-18
587	731	-9
735	720	20
269	36	24
682	531	38
727	861	50
542	250	33
606	607	22
470	55	10
481	362	49
33	252	-7
86	395	43
599	229	42
262	106	49
914	843	0
947	423	-20
264	80	2
633	391	37
391	759	24
477	743	4
451	518	12
872	587	10
824	273	15
553	284	18
599	636	4
777	379	8
655	739	30
871	991	48
306	820	33
253	191	-7
643	145	23
218	446	23
421	114	19
319	752	-2
772	969	43
331	774	38
155	355	6
19	953	20
866	822	8
313	771	30
695	914	40
396	429	46
687	744	17
771	483	21
128	29	-2
49	168	21
231	767	22
237	895	0
628	609	-9
204	617	44
583	802	35
400	201	20
433	413	34
326	105	41
73	27	-1
2	609	45
793	7	50
534	153	21
617	229	33
753	306	29
6	807	13
758	312	41
202	565	33
710	104	-15
388	440	44
733	390	24
150	708	21
478	289	-20
400	357	11
81	921	4
77	697	-6
916	943	47
78	114	-11
493	279	27
401	964	1
924	13	30
226	317	50
699	975	-20
46	744	37
849	117	26
557	765	10
790	864	46
384	303	18
59	717	23
601	222	-15
415	572	40
332	570	27
519	337	44
14	250	-19
102	317	-15
499	259	24
460	669	31
61	927	31
799	822	-13
357	306	-17
639	943	36
647	906	4
886	485	30
614	548	-15
270	4	9
784	1	23
30	925	6
942	324	18
303	865	20
488	124	6
678	70	12
568	937	10
396	431	22
318	822	5
967	997	27
675	305	-2
995	98	32
970	363	-15
851	151	-9
631	377	-19
867	949	-17
355	799	50
622	141	-12
126	160	39
90	9	8
801	45	29
972	970	20
747	997	4
408	303	19
977	555	19
845	779	32
58	808	23
476	708	3
916	21	26
129	306	35
472	457	34
197	153	36
796	666	18
633	853	18
628	830	-19
883	74	-13
984	572	32
22	830	27
527	523	46
463	494	-14
61	535	13
482	991	4
571	72	39
972	456	41
448	508	1
967	868	41
457	322	47
343	543	-17
268	609	20
500	420	39
150	853	-9
802	244	18
954	922	9
96	240	41
123	795	49
418	722	40
780	17	-10
566	109	27
170	200	2
35	332	-6
591	989	7
970	297	20
886	597	-2
621	581	-5
719	742	8
914	942	42
475	420	-4
81	306	2
644	892	44
498	420	49
597	857	38
596	390	0
540	805	-6
783	666	30
996	333	18
928	244	-7
956	286	48
201	898	-10
347	329	8
545	953	27
365	176	16
876	498	40
706	589	43
759	393	14
1000	658	19
917	772	40
459	448	6
353	902	39
817	787	-7
588	689	43
989	762	-13
527	99	50
611	281	28
997	295	44
930	13	-6
886	769	-9
920	598	3
811	45	43
319	651	2
216	866	14
459	659	45
37	161	-5
981	158	-1
403	491	30
926	97	-8
246	895	46
92	423	-19
150	435	-14
139	674	-3
911	948	37
683	418	-12
909	792	7
174	68	-19
451	114	35
927	189	-16
442	54	-19
239	632	47
732	798	34
376	592	-1
429	299	34
282	942	35
346	341	7
863	921	3
307	465	27
95	266	13
750	276	25
885	615	-16
285	537	-15
791	79	26
848	669	-1
554	303	47
86	645	35
736	966	29
815	177	-4
129	840	15
386	173	21
13	89	14
594	991	25
319	756	7
166	180	-3
761	937	-13
872	999	-1
307	273	-9
833	778	-7
238	948	34
356	541	28
262	539	6
478	840	-16
372	386	33
907	543	24
921	221	37
478	484	-11
283	748	19
860	659	34
81	497	38
927	762	17
606	657	-1
768	795	17
881	62	6
596	258	-18
193	854	14
716	3	-16
56	519	20
358	897	41
875	747	34
798	985	10
416	232	-10
147	187	41
541	9	-4
722	558	33
931	772	7
67	636	-7
426	120	-15
968	558	32
196	736	13
652	89	38
983	349	-6
172	478	-17
162	334	26
810	418	0
235	325	-3
824	615	15
271	698	-7
35	689	6
429	986	42
129	889	-15
908	109	21
667	426	-10
766	833	6
499	3	36
96	612	-3
134	414	49
713	290	-14
952	766	25
577	744	-13
581	721	-5
886	504	21
780	858	15
482	432	-12
391	187	40
757	453	4
216	94	-8
831	6	20
302	599	36
402	531	22
309	866	48
571	779	46
848	344	9
886	254	19
872	714	36
808	575	15
829	897	21
512	193	28
371	161	49
581	112	29
60	142	-5
701	547	21
676	599	9
131	3	33
546	139	26
444	865	-2
162	558	26
546	191	4
761	69	16
595	398	40
871	612	33
987	603	-7
869	823	-14
26	975	50
758	266	-12
553	482	32
373	416	26
292	9	-11
860	698	12
928	792	22
623	139	-7
353	959	13
745	308	31
162	252	12
545	328	31
271	978	20
682	494	-9
473	988	15
505	997	11
936	301	34
974	349	9
459	649	-1
828	244	9
385	254	1
239	187	-3
801	614	7
215	997	28
919	774	41
929	94	-8
845	174	20
869	304	25
283	506	39
805	437	22
208	985	-4
373	759	2
41	94	2
44	284	46
439	990	40
973	39	32
634	628	-4
186	988	-16
462	530	32
853	132	-13
925	697	21
428	669	29
890	852	26
719	164	-14
578	737	-15
561	957	38
422	66	49
973	299	35
841	218	-14
321	542	42
145	197	6
388	787	-12
318	36	27
56	988	33
654	985	46
759	72	14
748	724	21
985	438	39
345	903	23
411	588	10
958	820	22
373	163	15
165	29	35
15	301	46
424	712	-7
571	502	-7
467	986	22
915	692	45
938	743	13
844	299	28
605	986	-7
733	275	46
345	772	45
338	368	39
858	887	-8
397	834	0
97	258	-7
709	59	-20
673	429	23
433	436	26
552	120	22
526	353	-4
716	76	33
51	154	-4
217	120	-15
23	559	-5
580	671	17
44	711	-11
972	858	41
560	225	-17
848	186	-12
668	218	24
644	503	-7
15	222	3
179	988	10
251	194	3
387	287	4
494	236	9
863	548	-2
133	754	41
959	649	48
993	130	22
935	1	17
214	905	-13
595	575	21
934	559	39
294	254	30
346	41	-12
906	266	-5
606	823	-18
192	148	18
110	344	29
5	738	26
614	957	0
181	94	38
425	181	-13
24	395	35
237	612	42
511	167	-11
962	768	4
82	729	25
313	135	18
613	840	-14
8	455	28
307	3	46
525	116	21
967	515	31
849	120	-17
613	504	-15
717	80	28
628	645	19
454	825	-6
108	86	5
696	481	3
719	158	-15
574	566	2
175	808	30
781	991	7
406	778	42
22	117	11
913	317	-6
513	421	20
63	991	30
711	41	7
88	417	24
115	530	43
136	794	5
477	194	28
62	543	6
911	560	50
664	560	13
792	191	3
984	843	18
610	277	48
810	431	46
447	742	39
824	799	-15
164	960	-1
248	370	11
832	892	14
614	58	18
70	988	4
479	189	43
872	115	32
163	75	31
718	803	0
552	544	-16
435	160	43
894	236	17
629	481	-18
872	857	6
868	921	-11
1000	503	11
650	335	17
775	363	4
520	325	16
505	665	3
656	764	-6
284	864	0
992	551	24
970	511	50
63	884	50
115	700	15
861	830	36
219	629	-19
240	36	49
326	176	-3
19	182	1
14	62	-12
563	608	-9
522	337	-4
155	662	7
773	207	25
262	215	8
878	787	38
